"assertionID"	"materialEntityID"	"assertionValueNumeric"	"assertionType"	"assertionUnit"
"P205.2AS"	"P205.2AS_preserved"	58	"dry weight biomass"	"mg"
"IM19_559"	"P205.2AS_pure"	35	"DNA concentration"	"ng/µl"
"P205.2BS"	"P205.2BS_preserved"	44	"dry weight biomass"	"mg"
"IM19_31"	"P205.2BS_pure"	23	"DNA concentration"	"ng/µl"
"P206.1AL"	"P206.1AL_preserved"	252	"dry weight biomass"	"mg"
"IM19_562"	"P206.1AL_pure"	27	"DNA concentration"	"ng/µl"
"P206.1AS"	"P206.1AS_preserved"	95	"dry weight biomass"	"mg"
"IM19_561"	"P206.1AS_pure"	35	"DNA concentration"	"ng/µl"
"P206.1BL"	"P206.1BL_preserved"	208	"dry weight biomass"	"mg"
"IM19_33"	"P206.1BL_pure"	34	"DNA concentration"	"ng/µl"
"P206.1BS"	"P206.1BS_preserved"	558	"dry weight biomass"	"mg"
"IM19_32"	"P206.1BS_pure"	22	"DNA concentration"	"ng/µl"
"P206.2AS"	"P206.2AS_preserved"	119	"dry weight biomass"	"mg"
"IM19_563"	"P206.2AS_pure"	33	"DNA concentration"	"ng/µl"
"P206.2BL"	"P206.2BL_preserved"	11	"dry weight biomass"	"mg"
"IM19_35"	"P206.2BL_pure"	20	"DNA concentration"	"ng/µl"
"P206.2BS"	"P206.2BS_preserved"	135	"dry weight biomass"	"mg"
"IM19_34"	"P206.2BS_pure"	37	"DNA concentration"	"ng/µl"
"P207.1AS"	"P207.1AS_preserved"	37	"dry weight biomass"	"mg"
"IM19_1059"	"P207.1AS_pure"	31	"DNA concentration"	"ng/µl"
"P207.1BL"	"P207.1BL_preserved"	2	"dry weight biomass"	"mg"
"IM19_37"	"P207.1BL_pure"	1	"DNA concentration"	"ng/µl"
"P207.1BS"	"P207.1BS_preserved"	42	"dry weight biomass"	"mg"
"IM19_36"	"P207.1BS_pure"	28	"DNA concentration"	"ng/µl"
"P207.2AS"	"P207.2AS_preserved"	73	"dry weight biomass"	"mg"
"IM19_1060"	"P207.2AS_pure"	40	"DNA concentration"	"ng/µl"
"IM19_39"	"P207.2BL_pure"	7	"DNA concentration"	"ng/µl"
"P207.2BS"	"P207.2BS_preserved"	146	"dry weight biomass"	"mg"
"IM19_38"	"P207.2BS_pure"	43	"DNA concentration"	"ng/µl"
"P208.1AL"	"P208.1AL_preserved"	7	"dry weight biomass"	"mg"
"IM19_1062"	"P208.1AL_pure"	2	"DNA concentration"	"ng/µl"
"P208.1AS"	"P208.1AS_preserved"	178	"dry weight biomass"	"mg"
"IM19_1061"	"P208.1AS_pure"	47	"DNA concentration"	"ng/µl"
"P208.1BL"	"P208.1BL_preserved"	100	"dry weight biomass"	"mg"
"IM19_360"	"P208.1BL_pure"	8	"DNA concentration"	"ng/µl"
"P208.1BS"	"P208.1BS_preserved"	52	"dry weight biomass"	"mg"
"IM19_359"	"P208.1BS_pure"	25	"DNA concentration"	"ng/µl"
"P208.2AL"	"P208.2AL_preserved"	24	"dry weight biomass"	"mg"
"IM19_1064"	"P208.2AL_pure"	1	"DNA concentration"	"ng/µl"
"P208.2AS"	"P208.2AS_preserved"	46	"dry weight biomass"	"mg"
"IM19_1063"	"P208.2AS_pure"	22	"DNA concentration"	"ng/µl"
"P208.2BL"	"P208.2BL_preserved"	25	"dry weight biomass"	"mg"
"IM19_362"	"P208.2BL_pure"	1	"DNA concentration"	"ng/µl"
"P208.2BS"	"P208.2BS_preserved"	49	"dry weight biomass"	"mg"
"IM19_361"	"P208.2BS_pure"	27	"DNA concentration"	"ng/µl"
"P209.1AL"	"P209.1AL_preserved"	9	"dry weight biomass"	"mg"
"IM19_565"	"P209.1AL_pure"	2	"DNA concentration"	"ng/µl"
"P209.1AS"	"P209.1AS_preserved"	172	"dry weight biomass"	"mg"
"IM19_564"	"P209.1AS_pure"	41	"DNA concentration"	"ng/µl"
"P209.1BL"	"P209.1BL_preserved"	49	"dry weight biomass"	"mg"
"IM19_41"	"P209.1BL_pure"	9	"DNA concentration"	"ng/µl"
"P209.1BS"	"P209.1BS_preserved"	405	"dry weight biomass"	"mg"
"IM19_40"	"P209.1BS_pure"	44	"DNA concentration"	"ng/µl"
"P209.2AL"	"P209.2AL_preserved"	19	"dry weight biomass"	"mg"
"IM19_567"	"P209.2AL_pure"	4	"DNA concentration"	"ng/µl"
"P209.2AS"	"P209.2AS_preserved"	105	"dry weight biomass"	"mg"
"IM19_566"	"P209.2AS_pure"	42	"DNA concentration"	"ng/µl"
"P209.2BS"	"P209.2BS_preserved"	126	"dry weight biomass"	"mg"
"IM19_42"	"P209.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P21.1AL"	"P21.1AL_preserved"	27	"dry weight biomass"	"mg"
"IM18_880"	"P21.1AL_pure"	10	"DNA concentration"	"ng/µl"
"P21.1AS"	"P21.1AS_preserved"	212	"dry weight biomass"	"mg"
"IM18_879"	"P21.1AS_pure"	74	"DNA concentration"	"ng/µl"
"P21.1BL"	"P21.1BL_preserved"	52	"dry weight biomass"	"mg"
"IM18_882"	"P21.1BL_pure"	18	"DNA concentration"	"ng/µl"
"P21.1BS"	"P21.1BS_preserved"	145	"dry weight biomass"	"mg"
"IM18_881"	"P21.1BS_pure"	64	"DNA concentration"	"ng/µl"
"P21.2AL"	"P21.2AL_preserved"	20	"dry weight biomass"	"mg"
"IM18_282"	"P21.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P21.2AS"	"P21.2AS_preserved"	40	"dry weight biomass"	"mg"
"IM18_281"	"P21.2AS_pure"	26	"DNA concentration"	"ng/µl"
"P21.2BL"	"P21.2BL_preserved"	8	"dry weight biomass"	"mg"
"P21.2BS"	"P21.2BS_preserved"	79	"dry weight biomass"	"mg"
"IM18_266"	"P21.2BS_pure"	32	"DNA concentration"	"ng/µl"
"P210.1AL"	"P210.1AL_preserved"	32	"dry weight biomass"	"mg"
"IM19_569"	"P210.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P210.1AS"	"P210.1AS_preserved"	294	"dry weight biomass"	"mg"
"IM19_568"	"P210.1AS_pure"	49	"DNA concentration"	"ng/µl"
"P210.1BL"	"P210.1BL_preserved"	45	"dry weight biomass"	"mg"
"IM19_44"	"P210.1BL_pure"	10	"DNA concentration"	"ng/µl"
"P210.1BS"	"P210.1BS_preserved"	231	"dry weight biomass"	"mg"
"IM19_43"	"P210.1BS_pure"	41	"DNA concentration"	"ng/µl"
"P210.2AL"	"P210.2AL_preserved"	46	"dry weight biomass"	"mg"
"IM19_1066"	"P210.2AL_pure"	9	"DNA concentration"	"ng/µl"
"P210.2AS"	"P210.2AS_preserved"	44	"dry weight biomass"	"mg"
"IM19_1065"	"P210.2AS_pure"	34	"DNA concentration"	"ng/µl"
"P210.2BS"	"P210.2BS_preserved"	69	"dry weight biomass"	"mg"
"IM19_1080"	"P210.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P211.1AL"	"P211.1AL_preserved"	78	"dry weight biomass"	"mg"
"IM19_1082"	"P211.1AL_pure"	15	"DNA concentration"	"ng/µl"
"P211.1AS"	"P211.1AS_preserved"	55	"dry weight biomass"	"mg"
"IM19_1081"	"P211.1AS_pure"	29	"DNA concentration"	"ng/µl"
"P211.1BL"	"P211.1BL_preserved"	134	"dry weight biomass"	"mg"
"IM19_1084"	"P211.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P211.1BS"	"P211.1BS_preserved"	140	"dry weight biomass"	"mg"
"IM19_1083"	"P211.1BS_pure"	60	"DNA concentration"	"ng/µl"
"P211.2AL"	"P211.2AL_preserved"	151	"dry weight biomass"	"mg"
"IM19_571"	"P211.2AL_pure"	24	"DNA concentration"	"ng/µl"
"P211.2AS"	"P211.2AS_preserved"	378	"dry weight biomass"	"mg"
"IM19_570"	"P211.2AS_pure"	48	"DNA concentration"	"ng/µl"
"P211.2BL"	"P211.2BL_preserved"	2	"dry weight biomass"	"mg"
"IM19_46"	"P211.2BL_pure"	1	"DNA concentration"	"ng/µl"
"P211.2BS"	"P211.2BS_preserved"	755	"dry weight biomass"	"mg"
"IM19_45"	"P211.2BS_pure"	45	"DNA concentration"	"ng/µl"
"P212.1AS"	"P212.1AS_preserved"	54	"dry weight biomass"	"mg"
"IM19_572"	"P212.1AS_pure"	30	"DNA concentration"	"ng/µl"
"P212.1BL"	"P212.1BL_preserved"	41	"dry weight biomass"	"mg"
"IM19_48"	"P212.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P212.1BS"	"P212.1BS_preserved"	401	"dry weight biomass"	"mg"
"IM19_47"	"P212.1BS_pure"	45	"DNA concentration"	"ng/µl"
"P212.2AS"	"P212.2AS_preserved"	92	"dry weight biomass"	"mg"
"IM19_573"	"P212.2AS_pure"	36	"DNA concentration"	"ng/µl"
"P212.2BL"	"P212.2BL_preserved"	41	"dry weight biomass"	"mg"
"IM19_50"	"P212.2BL_pure"	6	"DNA concentration"	"ng/µl"
"P212.2BS"	"P212.2BS_preserved"	143	"dry weight biomass"	"mg"
"IM19_49"	"P212.2BS_pure"	33	"DNA concentration"	"ng/µl"
"P213.1AL"	"P213.1AL_preserved"	27	"dry weight biomass"	"mg"
"IM19_575"	"P213.1AL_pure"	3	"DNA concentration"	"ng/µl"
"P213.1AS"	"P213.1AS_preserved"	35	"dry weight biomass"	"mg"
"IM19_574"	"P213.1AS_pure"	21	"DNA concentration"	"ng/µl"
"P213.1BL"	"P213.1BL_preserved"	1	"dry weight biomass"	"mg"
"IM19_52"	"P213.1BL_pure"	2	"DNA concentration"	"ng/µl"
"P213.1BS"	"P213.1BS_preserved"	29	"dry weight biomass"	"mg"
"IM19_51"	"P213.1BS_pure"	19	"DNA concentration"	"ng/µl"
"P213.2AL"	"P213.2AL_preserved"	32	"dry weight biomass"	"mg"
"IM19_577"	"P213.2AL_pure"	4	"DNA concentration"	"ng/µl"
"P213.2AS"	"P213.2AS_preserved"	44	"dry weight biomass"	"mg"
"IM19_576"	"P213.2AS_pure"	24	"DNA concentration"	"ng/µl"
"P213.2BS"	"P213.2BS_preserved"	19	"dry weight biomass"	"mg"
"IM19_53"	"P213.2BS_pure"	13	"DNA concentration"	"ng/µl"
"P214.1AL"	"P214.1AL_preserved"	29	"dry weight biomass"	"mg"
"IM19_579"	"P214.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P214.1AS"	"P214.1AS_preserved"	150	"dry weight biomass"	"mg"
"IM19_578"	"P214.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P214.1BL"	"P214.1BL_preserved"	21	"dry weight biomass"	"mg"
"IM19_55"	"P214.1BL_pure"	6	"DNA concentration"	"ng/µl"
"P214.1BS"	"P214.1BS_preserved"	61	"dry weight biomass"	"mg"
"IM19_54"	"P214.1BS_pure"	29	"DNA concentration"	"ng/µl"
"P214.2AL"	"P214.2AL_preserved"	31	"dry weight biomass"	"mg"
"IM19_581"	"P214.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P214.2AS"	"P214.2AS_preserved"	106	"dry weight biomass"	"mg"
"IM19_580"	"P214.2AS_pure"	38	"DNA concentration"	"ng/µl"
"IM19_57"	"P214.2BL_pure"	2	"DNA concentration"	"ng/µl"
"P214.2BS"	"P214.2BS_preserved"	146	"dry weight biomass"	"mg"
"IM19_56"	"P214.2BS_pure"	49	"DNA concentration"	"ng/µl"
"P215.1AL"	"P215.1AL_preserved"	44	"dry weight biomass"	"mg"
"IM19_583"	"P215.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P215.1AS"	"P215.1AS_preserved"	18	"dry weight biomass"	"mg"
"IM19_582"	"P215.1AS_pure"	15	"DNA concentration"	"ng/µl"
"P215.1BL"	"P215.1BL_preserved"	50	"dry weight biomass"	"mg"
"IM19_59"	"P215.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P215.1BS"	"P215.1BS_preserved"	28	"dry weight biomass"	"mg"
"IM19_58"	"P215.1BS_pure"	25	"DNA concentration"	"ng/µl"
"P215.2AL"	"P215.2AL_preserved"	85	"dry weight biomass"	"mg"
"IM19_585"	"P215.2AL_pure"	7	"DNA concentration"	"ng/µl"
"P215.2AS"	"P215.2AS_preserved"	109	"dry weight biomass"	"mg"
"IM19_584"	"P215.2AS_pure"	41	"DNA concentration"	"ng/µl"
"P215.2BL"	"P215.2BL_preserved"	43	"dry weight biomass"	"mg"
"IM19_61"	"P215.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P215.2BS"	"P215.2BS_preserved"	76	"dry weight biomass"	"mg"
"IM19_60"	"P215.2BS_pure"	37	"DNA concentration"	"ng/µl"
"P216.1AS"	"P216.1AS_preserved"	8	"dry weight biomass"	"mg"
"IM19_1085"	"P216.1AS_pure"	4	"DNA concentration"	"ng/µl"
"P216.1BS"	"P216.1BS_preserved"	103	"dry weight biomass"	"mg"
"IM19_1086"	"P216.1BS_pure"	59	"DNA concentration"	"ng/µl"
"P216.2AL"	"P216.2AL_preserved"	14	"dry weight biomass"	"mg"
"IM19_1088"	"P216.2AL_pure"	10	"DNA concentration"	"ng/µl"
"P216.2AS"	"P216.2AS_preserved"	79	"dry weight biomass"	"mg"
"IM19_1087"	"P216.2AS_pure"	48	"DNA concentration"	"ng/µl"
"P216.2BS"	"P216.2BS_preserved"	22	"dry weight biomass"	"mg"
"IM19_1089"	"P216.2BS_pure"	15	"DNA concentration"	"ng/µl"
"P217.1AL"	"P217.1AL_preserved"	5	"dry weight biomass"	"mg"
"IM19_587"	"P217.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P217.1AS"	"P217.1AS_preserved"	100	"dry weight biomass"	"mg"
"IM19_586"	"P217.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P217.1BL"	"P217.1BL_preserved"	6	"dry weight biomass"	"mg"
"IM19_63"	"P217.1BL_pure"	2	"DNA concentration"	"ng/µl"
"P217.1BS"	"P217.1BS_preserved"	143	"dry weight biomass"	"mg"
"IM19_62"	"P217.1BS_pure"	43	"DNA concentration"	"ng/µl"
"P217.2AL"	"P217.2AL_preserved"	28	"dry weight biomass"	"mg"
"IM19_589"	"P217.2AL_pure"	7	"DNA concentration"	"ng/µl"
"P217.2AS"	"P217.2AS_preserved"	67	"dry weight biomass"	"mg"
"IM19_588"	"P217.2AS_pure"	34	"DNA concentration"	"ng/µl"
"P217.2BS"	"P217.2BS_preserved"	119	"dry weight biomass"	"mg"
"IM19_64"	"P217.2BS_pure"	44	"DNA concentration"	"ng/µl"
"P218.1AS"	"P218.1AS_preserved"	20	"dry weight biomass"	"mg"
"IM19_590"	"P218.1AS_pure"	11	"DNA concentration"	"ng/µl"
"P218.1BL"	"P218.1BL_preserved"	1	"dry weight biomass"	"mg"
"IM19_66"	"P218.1BL_pure"	9	"DNA concentration"	"ng/µl"
"P218.1BS"	"P218.1BS_preserved"	49	"dry weight biomass"	"mg"
"IM19_65"	"P218.1BS_pure"	30	"DNA concentration"	"ng/µl"
"P218.2AL"	"P218.2AL_preserved"	123	"dry weight biomass"	"mg"
"IM19_592"	"P218.2AL_pure"	29	"DNA concentration"	"ng/µl"
"P218.2AS"	"P218.2AS_preserved"	88	"dry weight biomass"	"mg"
"IM19_591"	"P218.2AS_pure"	38	"DNA concentration"	"ng/µl"
"P218.2BL"	"P218.2BL_preserved"	36	"dry weight biomass"	"mg"
"IM19_68"	"P218.2BL_pure"	17	"DNA concentration"	"ng/µl"
"P218.2BS"	"P218.2BS_preserved"	103	"dry weight biomass"	"mg"
"IM19_67"	"P218.2BS_pure"	41	"DNA concentration"	"ng/µl"
"P219.1AL"	"P219.1AL_preserved"	128	"dry weight biomass"	"mg"
"IM19_594"	"P219.1AL_pure"	27	"DNA concentration"	"ng/µl"
"P219.1AS"	"P219.1AS_preserved"	302	"dry weight biomass"	"mg"
"IM19_593"	"P219.1AS_pure"	46	"DNA concentration"	"ng/µl"
"P219.1BL"	"P219.1BL_preserved"	66	"dry weight biomass"	"mg"
"IM19_70"	"P219.1BL_pure"	9	"DNA concentration"	"ng/µl"
"P219.1BS"	"P219.1BS_preserved"	96	"dry weight biomass"	"mg"
"IM19_69"	"P219.1BS_pure"	39	"DNA concentration"	"ng/µl"
"P219.2AL"	"P219.2AL_preserved"	35	"dry weight biomass"	"mg"
"IM19_596"	"P219.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P219.2AS"	"P219.2AS_preserved"	66	"dry weight biomass"	"mg"
"IM19_595"	"P219.2AS_pure"	33	"DNA concentration"	"ng/µl"
"P219.2BL"	"P219.2BL_preserved"	38	"dry weight biomass"	"mg"
"IM19_72"	"P219.2BL_pure"	11	"DNA concentration"	"ng/µl"
"P219.2BS"	"P219.2BS_preserved"	919	"dry weight biomass"	"mg"
"IM19_71"	"P219.2BS_pure"	51	"DNA concentration"	"ng/µl"
"P22.1AL"	"P22.1AL_preserved"	24	"dry weight biomass"	"mg"
"IM18_955"	"P22.1AL_pure"	49	"DNA concentration"	"ng/µl"
"P22.1AS"	"P22.1AS_preserved"	17	"dry weight biomass"	"mg"
"IM18_954"	"P22.1AS_pure"	16	"DNA concentration"	"ng/µl"
"P22.1BL"	"P22.1BL_preserved"	23	"dry weight biomass"	"mg"
"IM18_957"	"P22.1BL_pure"	32	"DNA concentration"	"ng/µl"
"P22.1BS"	"P22.1BS_preserved"	18	"dry weight biomass"	"mg"
"IM18_956"	"P22.1BS_pure"	22	"DNA concentration"	"ng/µl"
"P22.2AL"	"P22.2AL_preserved"	48	"dry weight biomass"	"mg"
"P22.2AS"	"P22.2AS_preserved"	71	"dry weight biomass"	"mg"
"P22.2BL"	"P22.2BL_preserved"	234	"dry weight biomass"	"mg"
"IM18_618"	"P22.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P22.2BS"	"P22.2BS_preserved"	221	"dry weight biomass"	"mg"
"IM18_617"	"P22.2BS_pure"	44	"DNA concentration"	"ng/µl"
"P220.1AS"	"P220.1AS_preserved"	72	"dry weight biomass"	"mg"
"IM19_597"	"P220.1AS_pure"	30	"DNA concentration"	"ng/µl"
"P220.1BL"	"P220.1BL_preserved"	11	"dry weight biomass"	"mg"
"IM19_74"	"P220.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P220.1BS"	"P220.1BS_preserved"	130	"dry weight biomass"	"mg"
"IM19_73"	"P220.1BS_pure"	36	"DNA concentration"	"ng/µl"
"P220.2AL"	"P220.2AL_preserved"	96	"dry weight biomass"	"mg"
"IM19_599"	"P220.2AL_pure"	17	"DNA concentration"	"ng/µl"
"P220.2AS"	"P220.2AS_preserved"	60	"dry weight biomass"	"mg"
"IM19_598"	"P220.2AS_pure"	33	"DNA concentration"	"ng/µl"
"P220.2BL"	"P220.2BL_preserved"	29	"dry weight biomass"	"mg"
"IM19_76"	"P220.2BL_pure"	5	"DNA concentration"	"ng/µl"
"P220.2BS"	"P220.2BS_preserved"	89	"dry weight biomass"	"mg"
"IM19_75"	"P220.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P221.1AL"	"P221.1AL_preserved"	24	"dry weight biomass"	"mg"
"IM19_601"	"P221.1AL_pure"	8	"DNA concentration"	"ng/µl"
"P221.1AS"	"P221.1AS_preserved"	104	"dry weight biomass"	"mg"
"IM19_600"	"P221.1AS_pure"	38	"DNA concentration"	"ng/µl"
"P221.1BS"	"P221.1BS_preserved"	41	"dry weight biomass"	"mg"
"IM19_77"	"P221.1BS_pure"	25	"DNA concentration"	"ng/µl"
"P221.2AL"	"P221.2AL_preserved"	68	"dry weight biomass"	"mg"
"IM19_603"	"P221.2AL_pure"	15	"DNA concentration"	"ng/µl"
"P221.2AS"	"P221.2AS_preserved"	140	"dry weight biomass"	"mg"
"IM19_602"	"P221.2AS_pure"	39	"DNA concentration"	"ng/µl"
"P221.2BL"	"P221.2BL_preserved"	26	"dry weight biomass"	"mg"
"IM19_79"	"P221.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P221.2BS"	"P221.2BS_preserved"	251	"dry weight biomass"	"mg"
"IM19_78"	"P221.2BS_pure"	47	"DNA concentration"	"ng/µl"
"P222.1AL"	"P222.1AL_preserved"	28	"dry weight biomass"	"mg"
"IM19_605"	"P222.1AL_pure"	13	"DNA concentration"	"ng/µl"
"P222.1AS"	"P222.1AS_preserved"	178	"dry weight biomass"	"mg"
"IM19_604"	"P222.1AS_pure"	46	"DNA concentration"	"ng/µl"
"P222.1BS"	"P222.1BS_preserved"	159	"dry weight biomass"	"mg"
"IM19_80"	"P222.1BS_pure"	36	"DNA concentration"	"ng/µl"
"P222.2AL"	"P222.2AL_preserved"	68	"dry weight biomass"	"mg"
"IM19_607"	"P222.2AL_pure"	8	"DNA concentration"	"ng/µl"
"P222.2AS"	"P222.2AS_preserved"	254	"dry weight biomass"	"mg"
"IM19_606"	"P222.2AS_pure"	46	"DNA concentration"	"ng/µl"
"P222.2BL"	"P222.2BL_preserved"	112	"dry weight biomass"	"mg"
"IM19_83"	"P222.2BL_pure"	13	"DNA concentration"	"ng/µl"
"P222.2BS"	"P222.2BS_preserved"	171	"dry weight biomass"	"mg"
"IM19_82"	"P222.2BS_pure"	46	"DNA concentration"	"ng/µl"
"IM19_609"	"P223.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P223.1AS"	"P223.1AS_preserved"	156	"dry weight biomass"	"mg"
"IM19_608"	"P223.1AS_pure"	39	"DNA concentration"	"ng/µl"
"P223.1BS"	"P223.1BS_preserved"	36	"dry weight biomass"	"mg"
"IM19_84"	"P223.1BS_pure"	13	"DNA concentration"	"ng/µl"
"P223.2AL"	"P223.2AL_preserved"	95	"dry weight biomass"	"mg"
"IM19_611"	"P223.2AL_pure"	22	"DNA concentration"	"ng/µl"
"P223.2AS"	"P223.2AS_preserved"	198	"dry weight biomass"	"mg"
"IM19_610"	"P223.2AS_pure"	43	"DNA concentration"	"ng/µl"
"P223.2BL"	"P223.2BL_preserved"	104	"dry weight biomass"	"mg"
"IM19_86"	"P223.2BL_pure"	13	"DNA concentration"	"ng/µl"
"P223.2BS"	"P223.2BS_preserved"	366	"dry weight biomass"	"mg"
"IM19_85"	"P223.2BS_pure"	44	"DNA concentration"	"ng/µl"
"P224.1AS"	"P224.1AS_preserved"	9	"dry weight biomass"	"mg"
"IM19_612"	"P224.1AS_pure"	4	"DNA concentration"	"ng/µl"
"P224.1BS"	"P224.1BS_preserved"	12	"dry weight biomass"	"mg"
"IM19_87"	"P224.1BS_pure"	9	"DNA concentration"	"ng/µl"
"P224.2AS"	"P224.2AS_preserved"	73	"dry weight biomass"	"mg"
"IM19_613"	"P224.2AS_pure"	36	"DNA concentration"	"ng/µl"
"P224.2BS"	"P224.2BS_preserved"	44	"dry weight biomass"	"mg"
"IM19_88"	"P224.2BS_pure"	30	"DNA concentration"	"ng/µl"
"P225.1AL"	"P225.1AL_preserved"	100	"dry weight biomass"	"mg"
"IM19_615"	"P225.1AL_pure"	18	"DNA concentration"	"ng/µl"
"P225.1AS"	"P225.1AS_preserved"	181	"dry weight biomass"	"mg"
"IM19_614"	"P225.1AS_pure"	41	"DNA concentration"	"ng/µl"
"P225.1BS"	"P225.1BS_preserved"	161	"dry weight biomass"	"mg"
"IM19_89"	"P225.1BS_pure"	53	"DNA concentration"	"ng/µl"
"P225.2AL"	"P225.2AL_preserved"	29	"dry weight biomass"	"mg"
"IM19_617"	"P225.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P225.2AS"	"P225.2AS_preserved"	290	"dry weight biomass"	"mg"
"IM19_616"	"P225.2AS_pure"	44	"DNA concentration"	"ng/µl"
"P225.2BL"	"P225.2BL_preserved"	45	"dry weight biomass"	"mg"
"IM19_91"	"P225.2BL_pure"	2	"DNA concentration"	"ng/µl"
"P225.2BS"	"P225.2BS_preserved"	207	"dry weight biomass"	"mg"
"IM19_90"	"P225.2BS_pure"	40	"DNA concentration"	"ng/µl"
"P226.1AL"	"P226.1AL_preserved"	291	"dry weight biomass"	"mg"
"IM19_619"	"P226.1AL_pure"	22	"DNA concentration"	"ng/µl"
"P226.1AS"	"P226.1AS_preserved"	155	"dry weight biomass"	"mg"
"IM19_618"	"P226.1AS_pure"	37	"DNA concentration"	"ng/µl"
"P226.1BL"	"P226.1BL_preserved"	150	"dry weight biomass"	"mg"
"IM19_93"	"P226.1BL_pure"	16	"DNA concentration"	"ng/µl"
"P226.1BS"	"P226.1BS_preserved"	255	"dry weight biomass"	"mg"
"IM19_92"	"P226.1BS_pure"	43	"DNA concentration"	"ng/µl"
"P226.2AL"	"P226.2AL_preserved"	225	"dry weight biomass"	"mg"
"IM19_621"	"P226.2AL_pure"	30	"DNA concentration"	"ng/µl"
"P226.2AS"	"P226.2AS_preserved"	312	"dry weight biomass"	"mg"
"IM19_620"	"P226.2AS_pure"	47	"DNA concentration"	"ng/µl"
"P226.2BL"	"P226.2BL_preserved"	81	"dry weight biomass"	"mg"
"IM19_95"	"P226.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P226.2BS"	"P226.2BS_preserved"	1826	"dry weight biomass"	"mg"
"IM19_94"	"P226.2BS_pure"	47	"DNA concentration"	"ng/µl"
"P227.1AL"	"P227.1AL_preserved"	27	"dry weight biomass"	"mg"
"IM19_623"	"P227.1AL_pure"	5	"DNA concentration"	"ng/µl"
"P227.1AS"	"P227.1AS_preserved"	200	"dry weight biomass"	"mg"
"IM19_622"	"P227.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P227.1BL"	"P227.1BL_preserved"	5	"dry weight biomass"	"mg"
"IM19_97"	"P227.1BL_pure"	1	"DNA concentration"	"ng/µl"
"P227.1BS"	"P227.1BS_preserved"	317	"dry weight biomass"	"mg"
"IM19_96"	"P227.1BS_pure"	34	"DNA concentration"	"ng/µl"
"P227.2AS"	"P227.2AS_preserved"	163	"dry weight biomass"	"mg"
"IM19_624"	"P227.2AS_pure"	38	"DNA concentration"	"ng/µl"
"P227.2BL"	"P227.2BL_preserved"	95	"dry weight biomass"	"mg"
"IM19_99"	"P227.2BL_pure"	18	"DNA concentration"	"ng/µl"
"P227.2BS"	"P227.2BS_preserved"	129	"dry weight biomass"	"mg"
"IM19_98"	"P227.2BS_pure"	47	"DNA concentration"	"ng/µl"
"P228.1AS"	"P228.1AS_preserved"	36	"dry weight biomass"	"mg"
"IM19_625"	"P228.1AS_pure"	22	"DNA concentration"	"ng/µl"
"P228.1BL"	"P228.1BL_preserved"	28	"dry weight biomass"	"mg"
"IM19_101"	"P228.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P228.1BS"	"P228.1BS_preserved"	108	"dry weight biomass"	"mg"
"IM19_100"	"P228.1BS_pure"	29	"DNA concentration"	"ng/µl"
"P228.2AL"	"P228.2AL_preserved"	42	"dry weight biomass"	"mg"
"IM19_627"	"P228.2AL_pure"	9	"DNA concentration"	"ng/µl"
"P228.2AS"	"P228.2AS_preserved"	85	"dry weight biomass"	"mg"
"IM19_626"	"P228.2AS_pure"	33	"DNA concentration"	"ng/µl"
"P228.2BL"	"P228.2BL_preserved"	7	"dry weight biomass"	"mg"
"IM19_103"	"P228.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P228.2BS"	"P228.2BS_preserved"	69	"dry weight biomass"	"mg"
"IM19_102"	"P228.2BS_pure"	22	"DNA concentration"	"ng/µl"
"P229.1AL"	"P229.1AL_preserved"	122	"dry weight biomass"	"mg"
"IM19_629"	"P229.1AL_pure"	25	"DNA concentration"	"ng/µl"
"P229.1AS"	"P229.1AS_preserved"	181	"dry weight biomass"	"mg"
"IM19_628"	"P229.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P229.1BL"	"P229.1BL_preserved"	402	"dry weight biomass"	"mg"
"IM19_105"	"P229.1BL_pure"	9	"DNA concentration"	"ng/µl"
"P229.1BS"	"P229.1BS_preserved"	175	"dry weight biomass"	"mg"
